timestamp,house_id,total_power,voltage,current,power_factor,temperature,harmonic_distortion,frequency,reactive_power,apparent_power,refrigerator_power,washing_machine_power,dishwasher_power,microwave_power,television_power,lighting_power,air_conditioner_power,computer_power
2025-03-01 00:00:00,1,566.8022353030045,237.6151492820401,2.511349298674088,0.949839675344076,22.64768853810069,1.8493564427131048,49.95365823071875,186.62115326448568,596.7346385037902,118.02857225639664,0.0,0.0,0.0,0.0,151.31345832756782,0.0,345.2069737984307
2025-03-01 00:00:00,2,224.85781223012876,224.26329241839332,1.2073871531199356,0.8304303948440671,21.984436911129706,4.099433608727823,49.923105837510604,150.8534886451207,270.7726181823476,98.01060773986552,0.0,0.0,0.0,0.0,63.44857230124625,0.0,0.0
2025-03-01 00:00:00,3,277.86344275394765,229.0135720849528,1.4796220296544444,0.8200104798956914,23.12479997697789,3.360860942514428,50.04526240299801,193.94230971748485,338.8535263467523,98.5353394346528,0.0,0.0,0.0,0.0,106.6512162227075,0.0,0.0
2025-03-01 00:00:00,4,364.24283028941255,231.4678306694728,1.659741141278571,0.94811280299404,23.872448660808725,4.401960754330254,49.9381352369406,122.14288005677491,384.1766814446258,116.75658387983984,0.0,0.0,0.0,0.0,182.0949647491512,0.0,0.0
2025-03-01 00:00:00,5,239.25337375150676,230.81922903987407,1.096110901055484,0.945652527206249,22.24070835870861,3.565557664045101,50.16146298343866,82.27138361083789,253.0034731238285,109.18317021138364,0.0,0.0,0.0,0.0,119.45362358823316,0.0,0.0
2025-03-01 01:00:00,1,211.86102100214987,226.48328099146295,0.9937387871887372,0.9413316730507424,22.828365471942345,1.798695128633439,49.786037934392375,75.95565463244812,225.0652209709824,5.901428612819832,0.0,0.0,0.0,0.0,153.5947369223258,0.0,0.0
2025-03-01 01:00:00,2,124.18982609915815,224.6326962764865,0.6690894909684504,0.8262830430065795,23.160029975876228,2.1567130154257725,50.02239268739466,84.65689364514324,150.29937640650488,4.900530386993276,0.0,0.0,0.0,0.0,27.49712897338697,0.0,0.0
2025-03-01 01:00:00,3,156.2401754910511,233.64709362105768,0.7502812626588815,0.8912678366486078,23.48342926169277,1.5998842378539888,50.12337872769596,79.49503715299237,175.30103641858506,4.92676697173264,0.0,0.0,0.0,0.0,44.33252296396539,0.0,0.0
2025-03-01 01:00:00,4,192.6926369865556,232.2225704632832,0.9672202592059708,0.8578973128945242,24.339798117477567,1.677038096816183,50.15622442106383,115.4095668374353,224.6103747969736,5.837829193991992,0.0,0.0,0.0,0.0,73.07757417492599,0.0,0.0
2025-03-01 01:00:00,5,847.5948395622466,238.07386317781112,4.011167638610921,0.8875764526075803,23.87074480549167,3.2223898116398733,49.9848276747096,439.90961048964834,954.95417557792,5.459158510569182,0.0,0.0,0.0,0.0,25.013833410181373,978.0887580464814,0.0
2025-03-01 02:00:00,1,623.7799700674661,231.971165109398,3.2890209630471223,0.8175809805211491,27.059488031037795,3.736932106048628,49.89784478053244,439.3216323515207,762.9580248672752,118.02857225639664,0.0,0.0,0.0,340.8131892379779,228.7556207911766,0.0,0.0
2025-03-01 02:00:00,2,284.07610463434065,233.17664597608103,1.3101663056481996,0.9298721203718162,22.553474713641137,1.352506278002231,49.98823326978072,112.38829877708145,305.5001848219202,98.01060773986552,0.0,0.0,0.0,0.0,70.81370488302193,0.0,68.55575511593187
2025-03-01 02:00:00,3,1020.79904678781,228.00571801444556,4.834493925226059,0.9260693239657928,23.64965290202577,1.4549720776548971,50.05189150428456,415.9537589368148,1102.2922586576426,98.5353394346528,0.0,0.0,0.0,0.0,101.17096882120396,957.9617910346605,0.0
2025-03-01 02:00:00,4,1666.3785906397184,232.3729190984697,8.658281554040407,0.828240492495305,24.342438044446222,4.412649568200793,50.12329093740619,1127.4421649535068,2011.950159088804,116.75658387983984,0.0,0.0,0.0,0.0,83.85497474095143,1767.64481097013,0.0
2025-03-01 02:00:00,5,287.8681865119602,228.2407536487579,1.4961636452844385,0.8429879785633456,24.75018891998033,1.687413330454977,49.797381864573126,183.69612457935048,341.4855179815931,109.18317021138364,0.0,0.0,0.0,0.0,181.78030661445536,0.0,0.0
2025-03-01 03:00:00,1,220.25755274646068,223.35906975550785,1.0118919215057938,0.9745252329976204,25.373778519535215,4.100531293444458,50.01968612358692,50.69021989691835,226.01523828064745,5.901428612819832,0.0,0.0,0.0,0.0,164.3595212099038,0.0,0.0
2025-03-01 03:00:00,2,188.4896681625148,233.5379591098731,0.8950794828581794,0.9017132824664188,26.01016739149953,4.794819672956724,49.97285949398355,90.3730664115796,209.03503566781987,4.900530386993276,0.0,0.0,0.0,0.0,109.93282392640836,0.0,0.0
2025-03-01 03:00:00,3,820.0909528974914,233.33012427772468,3.636242393101611,0.966581286610136,26.189763412429475,1.2345182363944618,50.0822061784306,217.5076078466111,848.44488948633,4.92676697173264,0.0,0.0,0.0,0.0,53.21611869899488,842.2071445296375,0.0
2025-03-01 03:00:00,4,1252.2244020564958,232.438088376169,5.629626085212563,0.9569633760657142,26.71425799251836,3.874399260382912,49.92170569207276,379.7495710871187,1308.539525519424,5.837829193991992,0.0,0.0,0.0,0.0,42.86743684190899,1388.5841951149916,0.0
2025-03-01 03:00:00,5,122.19492614297128,227.1298882802517,0.5577254559150977,0.964624790113278,26.336636175563555,1.8669742930781863,50.09148105363497,33.39520217161671,126.67612049304856,5.459158510569182,0.0,0.0,0.0,0.0,73.10270245759186,0.0,0.0
